,Kingdom,Phylum,Class,Order,Family,Genus,Species,Confidence
4dd2ad07f5e7145d42a6c0c346c92f451,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__,0.997632288
50803053e7ce93356f57106e2078f0da,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,0.986072524
509869603b2ba8c288b76fd2aab4d0cb2,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__,0.987223791
517d3a705e066b81caca755169fc68f41,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__,0.999907323
529df41e323ca01851cca02cc11e24092,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Actinobacillus, s__,0.925915908
58fbcd9f1f52894610f7e56a953e8e05,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Brevibacteriaceae, g__Brevibacterium, s__,0.981409588
5d13d5defc26c7df4bc39086a2f922b61,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Larkinella, s__,0.732188643
6586fbfd206b26bd62a291bdc8bfb9231,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Xenococcaceae, g__, s__,0.792357945
65baf02067c07dc0d4b91b856fe06c712,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__,0.845561143
65f9dfa7e6a5130775a63a430cfa66c21,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__,0.978359954
69bb991e0944165a71b126b2d33ff3821,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Nannocystaceae, g__Plesiocystis, s__,0.972541254
6ce69bbd327dc75815d0f6ff60739884,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Leuconostocaceae, g__Leuconostoc, s__,0.852430231
7115667b42bfb6a3c14a0df14adb2df11,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.94031288
79fdc6639edf3a350283f696e2a52358,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__,0.997047669
7aad13e909d02dfca2438f28cb2f874f2,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Parabacteroides, s__,0.984523727
7b4f8d25e7f5754414b1f55fed9b3b68,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.893326035
7d35ce30a28119d8e55350bb390d39fc1,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__,0.801757094
82bb2e11eb9107e4b7e773892ff13bd32,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__,0.940911376
8306e64eea342edb933ec7742ac237111,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__,0.999937757
8691d814891ee13fd06c835bf026f99e2,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Sediminibacterium, s__,0.999278329
8a17bed447c0447942624e3a50b11bd51,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae, g__Janibacter, s__,0.999991693
8c170d3e17239cc196dae13891d0b6e2,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__,0.851378875
8fd4dd90c3660d9eff96d3183e4488471,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__,0.855625289
9183e1ab651f32fd64540bc3ff5385e5,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__,0.96311741
9572fe71d654d0ede7eb7c50a5ecbdd81,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__GMD14H09, f__, g__, s__,0.808701721
965909861bb4ba5baebfc79d96777b9e,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae, g__Brochothrix, s__,0.992482129
9a3d62ac834a0434f52f28da3e8a06cb1,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__,0.992104149
9a64cc17ea8a743c93a225e14489ac50,k__Bacteria,,,,,,,0.981470901
9f48540beb9d40eba9f68a85f2819337,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__,0.99904138
9f9e01d3b6d22b0456a62b482c42f7a8,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales,,,,0.990279472
a74859255638146f09939dcafcb30d28,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__,0.837569557
b2bf949b786265016174f27350676c8c1,k__Bacteria,,,,,,,0.99925757
b663c96dce45f7ad183eef145965312d,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.921298519
bae33bc6037ab367030af54d9cec974b,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__,0.967883863
baee5ced2421533234ced154e5604291,k__Bacteria, p__Cyanobacteria,,,,,,0.951297241
bb88e6598d4dab271644366c2f066afa2,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__Deinococcus, s__,0.999881579
c7cbe61f30ca9ec364221f583835befe1,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__,0.996809618
ccf61a0434ad695a0c7ab05c8dc7558c,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae,,,0.988126714
ce5b0ba69d836f0eba664a689d6e12ed,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__,0.950540815
ceeebd4c16ef015783ad047b502edb7c2,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,0.972562753
d21b0c81bedc77a5e6446249c2a3173d,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.95392312
d28f9832807dfcfc0381d58efda764892,k__Bacteria,,,,,,,0.999700195
d7cd21c0ab8a510ced175e0cb3d43e6b2,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Megasphaera, s__,0.998042419
d94ec5ad76bb7463f2e6ac7671f8fa561,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae,,,0.999999449
e0a11e29db15d0da3af2cd8b2904b31c2,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Spirosoma, s__,0.976659633
e1aa81689172bd2a7ca9d8be2d6e22902,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__,0.993072019
e1c9991b785974535234d43795ed4b70,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae, g__Serinicoccus, s__,0.727329666
e29b2e0fec3b57f3f1e7bf15562e250d1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Megasphaera, s__,0.999689709
e52bc630df59f1e26d30fc709be6a5552,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Aerococcaceae,,,0.985593577
e64f76477d7e3a0b155cdc82880360a4,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.93939072
e653d189e55dde6d75d1f9276964cf7e,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae],,,0.974182504
e714f1e5004686581852143b1ca680f9,k__Bacteria,,,,,,,0.99512742
e96188ac2c1a2229df9064ce158810ee1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__,0.941195321
e9cd117bb5b0eabdf7e07709e82ac359,k__Bacteria,,,,,,,0.974336674
f299df1fb6f751682f63ef4ff87865cb,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Spirosoma, s__,0.999992868
f3cf781841fd6365e8b47b2c0d4fed9f,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.982696872
f4f99c5f25a9f5ab3d9a92b4e1e35c56,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.782001236
f51f68a849f92cc201013d4a5b959bec,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.761879039
fa5dddb91230224fa0d7526e3bf770a6,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.965924994
fb6d772f0026c177a7991b052c588b36,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae,,,0.999882069
ff8808c2fca014de73726e5ff9c4b7ee,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium,,0.998787686
ffa6574444f2dbe77a291f932378554c2,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999790321
00bdf4750d46adb18e29c4586c24481c1,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__,0.931135483
01d2fbf31243db86b2f367b4f68b1c49,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.916316192
0345d4d2063661b2434b9742b4e163612,k__Bacteria, p__Cyanobacteria, c__Synechococcophycideae, o__Pseudanabaenales, f__Pseudanabaenaceae,,,0.938162156
0458cd8fec2bc4d2e2dae8d1cb67dbbd,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.760197916
0512b8188faf84dc0cb1f5061402f77c,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Propionibacteriaceae, g__Propionibacterium, s__granulosum,0.983846421
0549b13486e896fcd78d84118035737a1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__Streptomyces, s__,0.897440182
066dd904686b345a22ab0c2ff2716e39,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__,0.999994953
076554dbe52cfff78b23bdd66f26a9d7,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Jonesiaceae, g__Jonesia, s__,0.999786203
07de41d2116c70d1b66cb09a4eda7d04,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter, s__cryoconitis,0.999352257
089b32581b398ddf6f9296037b1cc1c61,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Odoribacteraceae], g__Odoribacter, s__,0.999413864
08e338b05904a660f36342cbbc2f08361,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermacoccaceae, g__Dermacoccus, s__,0.901816392
0b5bc67e3f241097452dd461bb426621,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.99424451
0c43df3a9bf574d85bd13fa0e8fdf38f1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.999711384
0ce997eb0cbd3e0b19a5197c0281fc28,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Roseomonas, s__,0.964416167
0fdbe76458789c1a1a9d7660ede71b81,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.999271163
110bc6fdd67df82352140b79efcca1862,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae,,,0.732850034
1379f79b7418ebdb720523f336dae9d2,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Propionibacteriaceae,,,0.940601771
18ca9e619e40e251c0970281ac63d0c3,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__DS-100, f__, g__, s__,0.999980906
19b7cb525c1e218b7e4adf6eaaff77b71,k__Bacteria, p__Proteobacteria,,,,,,0.79088394
1a8a565167378c6f1effff5c7d75856b,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae,,,0.929494399
1b52866a5d044078435336de9b5a6136,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium,,0.935903721
1dcbf162d4753d18066222eba87ab8f0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae,,,0.992488472
1decc50a636b6ae004dbe2e0fd29c204,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria, g__, s__,0.942022385
1f6bf2c6023b1ccadfd06644df3a4c6e1,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Lactococcus, s__,0.747446833
211b611132e7804df4fb66baddc7e3a51,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__,0.959529233
2935a8d354737751b32ce1a23395482c,k__Bacteria, p__Proteobacteria, c__Epsilonproteobacteria, o__Campylobacterales, f__Helicobacteraceae, g__Sulfurimonas, s__,0.999498395
318cf461ff94433e3c8b1b71f36b7f971,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Symbiobacteriaceae, g__Symbiobacterium, s__thermophilum,0.999998657
3b7b64d26d602e5fc14f5c2dd59633b01,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.815351772
3cf947d5850892c57556546e70ed7fff1,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae, g__Leptolinea, s__tardivitalis,0.998455875
3eb5e468764f4f6210a0c255a354eafe,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Proteiniclasticum, s__,0.842121937
3f572dfa44fd7a1b272f2010204f65432,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__,0.877426149
41472f61b6213346a9d524ca98b06d692,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__,0.999472098
41c6d7cfe564bdc3fbca6176caced9541,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999981603
438d14def153df7fb49ccec0b480c6c01,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__,0.717658158
450341770080bb2aba7d05a34401f4c6,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.960594316
4f5094504394e48f9c9be3520b0b98c32,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Roseomonas, s__,0.999081943
546bb8a044c15e073bf8f2fca7bc0d941,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.828688618
55478962920d54b7e4f9d94af0f113ec,k__Bacteria,,,,,,,0.999996258
5756f2f5cd040fabbf8ff5eb5f93d0001,k__Bacteria, p__Bacteroidetes,,,,,,0.716275753
58b1de4bbf3f214304b206738875774d,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae, g__Phycicoccus, s__,0.874496195
58faff36e7d42ff05a0b6db77c5159ac,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Kineosporiaceae, g__Kineococcus, s__,0.9702274
5a582a4aa862482241ad76a98b5b034b,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__,0.999968919
5c50404580955e3ce7c03ed30c8a3e9b,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__,0.988694225
5e4328d895d12ada9d0a02d068c24c5e2,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Rhodocytophaga, s__,0.999741252
602780a76ad0608df827eebe112d1a48,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales,,,,0.99940227
60558ecb565d48b383dfb3e0ad44a9c1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae, g__Dermabacter, s__,0.999803329
632efaedfe4d22d486551c5f383caab72,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales,,,,0.996529981
63c225fa016b653b16452a5d82c94661,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__,0.890936517
66745b6d01912ae43cbc1fdfefeead7e,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Halomonadaceae, g__Haererehalobacter, s__salaria,0.828515782
68f1d258f85d6b508d451972c255d993,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylobacteriaceae, g__Methylobacterium,,0.75253911
6b1b7f47e6079982b118323587bff291,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.990792738
6b9ff08dc21e3c04536d0f3d0e35e2f91,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.999969705
6dd610353e0a35f8ff3dd38466cfd2e7,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__thermoamylovorans,0.886293718
6fa814eb491e8ae2c219184fda1c8c072,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__,0.919688416
70889773629c76daa0560e844a53520a1,k__Bacteria,,,,,,,0.991428361
743ee5f3841effcb5c5b43f00c718f97,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__,0.987677684
76e819fbdc2d7d57820180462a425fa21,k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus,,0.700851744
7756098e2527acf4066bef413fc6a7741,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__,0.853419876
7d4196886742ad52649784f8dbb89e55,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales,,,,0.864953536
831366a64135ca31a50dad8e2c908a891,k__Bacteria,,,,,,,0.988811789
8567505e198137f01b95690a4f8259a8,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Hymenobacter, s__,0.990021592
87d37c9ec169dee5ee0776611703af1d1,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Mucilaginibacter, s__ximonensis,0.996945115
88d80d0fdc00e980176ec1666efa6fbc1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__WAL_1855D, s__,0.999999998
8a8fcc18cd1f9dc5a474a60fc21ace7a1,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__pallens,0.99999998
8f3fdb94cdc7153282fe6a2976c531d1,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Clostridium, s__citroniae,0.780766035
902bb7db07fcb689b3a5de9cb40042a6,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__uniformis,0.99953547
90362dea839c3ab2bcbd182e2d71fad2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__, g__, s__,0.934815314
90d0b59ba17161edc961aeb882574fbc,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Nocardioides, s__plantarum,0.993436887
942cdf68969757265ea7201fbedbc14b2,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.994608598
972f709d97573c5e8bc56deff038e86a1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__,0.83412566
9804df8eb7cf6d20ab6a26df687f0bee,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__Rickettsiella, s__,0.999173919
981084be4dbf612264193a243f7d97f2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae,,,0.811737072
991d5a56c3e024df359d834d69b305401,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermacoccaceae, g__Dermacoccus, s__,0.722623189
9a1fdcac6a8fae46d0230a649fd5f2e1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae,,,0.973599256
9f09215ddea751d23a7489c1220dfffb,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Geodermatophilaceae, g__Actinotelluria, s__brasiliensis,0.923454127
a60b13929ee28bb3ef207e58d68c20962,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,,,0.997776086
a8153e4efa6af6120d0f6942da21f8801,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__,0.870599243
aeff77b0dc3fd1e035517573f1539cb7,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__,0.997991261
b18f63b13c3584c18a4791f131e595ef2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__azotifigens,0.999583844
b421093aaa90ff7a851b51381c2fb4bb,k__Bacteria, p__OD1,,,,,,0.714871199
b438b6baa008d95f5ae7f51ba4812e4f,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__tyrobutyricum,0.999969578
b59e23580b35690d9b2be74c9304b5c5,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae, g__Aurantimonas,,0.880704743
b6a29e230d89585577855576074810a1,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Frankiaceae, g__, s__,0.988619553
b9bb33e977076251f8e20d6fce923ff61,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__,0.747837717
bad54b960734c46f56adeaa0d53e164c1,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,,0.945069059
bbe3de39eeb107c9ac1808e11aea0466,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Akkermansia, s__muciniphila,0.999999019
bd7044aa2eb4556305c48f5f567b65bf2,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__,0.995596576
be186f6136d0883be41f1fb0761b02ab,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__Friedmanniella, s__,0.899408731
c0bd7294dae2fcbd5efbb0c18a91432e1,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Cardiobacteriales, f__Cardiobacteriaceae, g__Cardiobacterium, s__valvarum,0.98775656
ce75e6717eb0391450ad6229ccd93ce91,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__mitochondria,,,0.700622334
d387bab9c075900345d02f226fd5023a,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__,0.998300674
d3e0848b7e985e07516cc0b23665a5951,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Roseburia, s__faecis,0.838625693
d4a3fa7647be4f4bfca77f70735fe806,k__Bacteria,,,,,,,0.996395944
d6cba9fc9ed7f3624182d3442de32b141,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__EB1017, g__, s__,0.999332247
d95c000e16567b29c5bfeb00355ccbe7,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Pelosinus, s__,0.984167142
df4f1d465b0dbef50cf74d748abd9262,k__Bacteria, p__OD1, c__, o__, f__, g__, s__,0.87646508
e11ac698dce5cd1820270efacf815157,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__azotifigens,0.796556301
e162fc272340bfa6a0512f1777714b1f1,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Gemmatimonadales, f__, g__, s__,0.988667981
e321c974718bdbb7bbbfe482f3fd30741,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Akkermansia, s__,0.849399263
e356b87242071d442b08600ae106fd14,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales,,,,0.857959257
e4e6cc26c063bd3e8428f50497aecee21,k__Bacteria,,,,,,,0.990153915
e7f6fe9ddb4ca8663fbfa372c487b8c5,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__SMB53, s__,0.745713623
e8702399716457ecc0bb5a7528d258a4,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__stationis,0.998947779
e8b3c6784959cc07d398c96936f1a705,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Brucellaceae, g__Ochrobactrum, s__oryzae,0.902710068
e908d23b398b5856ade360331b218590,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__,0.955487908
ec389be11d01fe0448c463e7c9cd49c92,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__0319-6G20, g__, s__,0.999968395
f032f779cf7a2bead9421a594e456bdf,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__,0.99994998
f28bd8e6dddf19f5aaa29d643e7eab961,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae], g__Chryseobacterium, s__,0.976803513
